OBJECTID,NAME_OF_SE,ALT_NAME,STREETNAME,WARD_S,PLANNING_U,LATITUDE,LONGITUDE,REGION,WATER_SUPP,SANITATION,REFUSE,ELECTRIC_2,UNIREFCODE,EST_HHC,NUSP_CAT,SHAPE_Length,SHAPE_Area
492,Ratna/kwaBridge, ,Burlington Road,65,Burlington,"-29,8957242177228","30,8890298080001",Western,TBC,TBC,C&SW contractor,Planned,I0592,167,B2,0.00812961110154809,2.10129177219949e-06
493,Dassenhoek - Block C, ,District Road,14/12,Dassenhoek,"-29,8494695068326","30,7869518601253",Western,Standpipes,TBC,C&SW contractor,Yes,I0044,1445,B1,0.0539658775969055,0.000120431281958093
494,Dassenhoek - Block D, ,Milky Way,14,Thornwood / Tshelimnyama-Mpola / Dassenhoek,"-29,8525485228691","30,7992000907649",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0045,1380,B1,0.0427375639700164,7.84129581912477e-05
495,Emmaus, ,Emmaus Road,15,Westmead,"-29,8215403989432","30,8254622313922",Western,Nearby houses,Pit Privies,C&SW contractor,Yes,I0064,476,B1,0.0457539797147057,6.38169213753569e-06
496,Sagu (Sandton phase 3),Sandton phase 3,MR 518 Route / Mpangele Drive,12,KwaNdengezi,"-29,8522052080304","30,7763104735001",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0177,958,B1,0.07261984185934,4.6733011118169e-05
497,Sandton phase 3 (Rockdale ), ,A Luthuli Crescent,12,KwaNdengezi,"-29,8692218004787","30,7620360615001",Western,Ablution Facility Taps & Standpipes,Ablution facility & Pit privies,C&SW contractor,Yes,I0179,128,B1,0.0158266417008828,4.34954633470523e-06
498,Marianridge Station, ,Old Richmond Road,17,Intake,"-29,8692570485799","30,8283534535001",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0605,242,B2,0.0183201328596509,2.98693226664454e-06
499,Mngcweni,Rietvallei Phase 1B,Track 65311,4/1,Mngcweni / Harrison,"-29,7103712664814","30,6468163550001",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Planned,I0132,932,B1,0.109231902601331,0.000100231140172362
500,Woodyglen,Zamani Phase 1B,Saganga  Highway,6,Mpumalanga-East,"-29,8360608600826","30,6235687920002",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0371,370,B1,0.0462868989256204,1.40459118782453e-05
501,Cliffdale School Station, ,62025 Street,103,Cliffdale,"-29,788911578272","30,6870496171725",Western,Standpipes,Pit Privies,C&SW contractor,TBC,I0035,2375,B1,0.07686671055871,0.000179949529370335
502,Panekeni, ,Layby Road,4,Fredville / Esikhelekehleni,"-29,6991399943364","30,6744563388339",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0155,1279,B1,0.0360948139291588,5.82123237183948e-05
503,Madwaleni, ,Layby Road,4,Fredville,"-29,700264038651","30,667531360754",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0120,610,B1,0.0321909710321852,5.52867300952485e-05
504,Diphini, ,Old Main Road,4,Fredville,"-29,7057823951485","30,6727116753402",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0050,936,B1,0.0334456315935283,3.10740528965699e-05
505,Gasa Section, ,Layby Road,4,Fredville,"-29,70724973992","30,6629710140537",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0076,642,B1,0.0474601490742447,4.13013103856744e-05
506,Mpuma, ,Layby Road,4,Fredville / Sithumba,"-29,690837952456","30,6792151679327",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0139,2307,B1,0.0783300038914179,0.000196929487988462
507,Meyiwa Main, ,Meyiwa Main Rd,91,Mpumlanga-West,"-29,8120935545846","30,6048931725001",Western,Ablution Facility Taps,Ablution facility & Pit privies,C&SW contractor,Yes,I0128,104,B1,0.024550513338947,3.62178550750981e-06
508,Minitown, ,Mthoko Mkhize Road,5/91,Georgedale / Mpumalanga-East,"-29,7978903407607","30,6303605696262",Western,TBC,Pit Privies,C&SW contractor,Yes,I0131,1263,B1,0.057829371726515,5.26532803434292e-05
509,Zibuse,Hammarsdale Extension,400178 Street,4,Hammersdale - Sterkspruit,"-29,7911568847309","30,6311082074365",Western,Standpipes,Pit Privies,C&SW contractor,Planned,I0375,1236,B1,0.0503743680227944,0.000122367666359657
510,Nazareth, ,Dlamini Street,16,Nazareth,"-29,84955830761","30,8494137540001",Western,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0829,996,B2,0.0697562110191379,4.87600594260473e-05
511,Dassenhoek - Block G, ,Track 75199,12,Dassenhoek Rural,"-29,859643329553","30,7877926076848",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0047,647,B1,0.0457638754739865,4.18349138270535e-05
512,Bux Farm, ,Cnr Cliffdale Rd and Rd 400521,103,Bux Farm,"-29,7891623933","30,708809705036",Western,TBC,TBC,C&SW contractor,TBC,I0844,217,B2,0.0178134205267065,5.50391460315825e-06
513,Woody Glen Overspill, ,561 Street/Embuthweni Road/Buthelezi Street,6,Mpumalanga-East,"-29,8357739782177","30,6158688280001",Western,TBC,TBC,C&SW contractor,Yes,I0370,680,B1,0.0751290176014825,7.66357269709763e-05
514,A1 Mpumalanga, ,Mofokeng Road,91,Mpumalanga-West,"-29,8073463388157","30,6012426485001",Western,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0001,152,B2,0.0246663771693595,4.64200278229209e-06
515,Motala heights 1, ,Ridge Road / Motala Street,15,Motala Heights,"-29,8054107470731","30,8330322434949",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0135,184,B1,0.00906896556574352,1.79194819504535e-06
516,Grassmere Drive, ,Grassmere Dr,13,Nagina,"-29,8829943310776","30,8180940854758",Western,TBC,TBC,C&SW contractor,TBC,I0081,216,B1,0.0123417317696761,4.6149292705199e-06
517,Ekukhanyeni,Tshelimnyama phase 4 Ext,MR 559 / 47700 STR,15,Tollgate,"-29,8322476941156","30,7891861119152",Western,TBC,TBC,C&SW contractor,TBC,I0202,2031,B2,0.0534568737940718,8.56287918575827e-05
518,KwaCele / Ethembeni,Fredville Phase 2 Ext,65006 Street,4,Fredville,"-29,7213549733908","30,6529327875001",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0099,74,B1,0.0143879244732955,2.37812360845409e-06
519,Mpola Phase 3 Ext,Mpola Phase 3,Milky Way,14,Thornwood & Tshelimnyama-Mpola,"-29,8581792592781","30,8186083532895",Western,Standpipes,Pit Privies& water borne sew,C&SW contractor,Yes,I0138,586,B1,0.0334117342567148,1.80794960818912e-05
520,Marianridge-Mpola Ext,Marianridge,Central Drive,14/13,Tshelimnyama-Mpola / Marianridge,"-29,8578216378408","30,8240324034879",Western,TBC,TBC,C&SW contractor,TBC,I0888,1284,B2,0.0341803042165492,2.41100437516788e-05
521,Umlazi - K - KX13,KX13,Josiah Dlamini Road / Mpevu Road,84,Umlazi - K,"-29,9661188863743","30,8486079916946",Southern,Standpipes,VIPs,C&SW contractor,Yes,I0283,13,A,0.00253611241579728,9.72730809287212e-08
522,Umlazi - H - HX8,HX8,Zihlahla Road / Nyamazane Street,78,Umlazi - H / Umlazi - J,"-29,9469257263048","30,8653617635851",Southern,TBC,VIPs,C&SW contractor,Yes,I0257,153,A,0.0153391131137597,1.34365570759631e-06
523,Umlazi - J - JX6,JX6,Zihlahla Road,78,Umlazi - J,"-29,9464488268076","30,8602191641673",Southern,4 Standpipe,VIPs,C&SW contractor,Yes,I0270,26,A,0.00312877322650913,1.57734517392701e-07
524,Damede 2 (1 of 3), ,Nhliziyo Place,72,Demat / Welbedacht / Savannah Park,"-29,8982297847562","30,8531105112501",Western,TBC,TBC,C&SW contractor,TBC,I0914,14,B1/B2,0.00407754228777806,1.56717359646945e-07
525,Asinamali / Toni (St.Wendolins),Santi (Phase 4),Wiltshire Road,63/16,AMT Industrial / Southmead,"-29,8628663755533","30,854135152",Western,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0018,471,B1,0.0317938576391468,8.43932255679727e-06
526,Dassenhoek 3, ,Thornwood Road,13,Madiba Valley,"-29,86195907268","30,8106355230001",Western,TBC,TBC,C&SW contractor,TBC,I0905,67,B1,0.0117063561479571,2.37684325016351e-06
527,Lower Thornwood, ,Thornwood Road / Greyvillea Road / Solandra Crescent,13/14,Madiba Valley,"-29,8675387239345","30,8072686926571",Western,"Ablution facility Taps, Standpipes & Individual connections",Ablution Facility,C&SW contractor,Yes,I0114,363,B1,0.0460682681581227,8.87052548441189e-06
528,Madiba Valley, ,50416 Street,14,Madiba Valley,"-29,8615336840493","30,8006508240001",Western,Ablution Facility taps & Individual connections,Ablution Facility & VIPs,C&SW contractor,Yes,I0119,395,B1,0.019704639111181,6.83993712695105e-06
529,Umlazi - H - H14,H14,Alison Street / Isandlwana Street,79,Umlazi - H,"-29,9406369310121","30,8679752991109",Southern,TBC,VIPs,C&SW contractor,Yes,I0251,264,A,0.037420285484942,3.07086728092432e-06
530,Mabhida,Stop Mabhida,Mazenze Str / Zwelabo Cres,13,Luganda,"-29,8816400923884","30,8036644107841",Western,NO,TBC,C&SW contractor,Planned,I0864,57,B2,0.0165516286584345,1.84271526673872e-06
531,Engojeni Ka Santi, ,Gravel Road 50395,16,Southmead,"-29,8653715541824","30,8491920830002",Western,Standpipe,TBC,C&SW contractor,Yes_under Construction,I0065,27,B1,0.00848931344087807,5.49453029840164e-07
532,Dassenhoek - Block B (Mocambique),Mocambique,MR559 Route,14/15,Dassenhoek,"-29,8428245206422","30,7917009076245",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0043,1384,B1,0.0895237988003522,7.10522188344221e-05
533,Ezibovini/Zone 4,Zamani,414 Street/Ximba Road,6,Mpumalanga-East,"-29,8325018179643","30,6331079683816",Western,TBC,TBC,C&SW contractor,TBC,I0073,183,B1,0.0360845281177499,6.50925705849515e-06
534,Harare 1, ,Layby Road,4,Fredville,"-29,706757406429","30,6684615879813",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0085,311,B1,0.0365848732845324,1.02374990479224e-05
535,Zamani 2, ,Gwacela Road / Dlamini Road,6,Mpumalanga-East,"-29,8218712652494","30,6402100574481",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0372,193,B1,0.0439587774828881,1.37635244882755e-05
536,Zamani 2A, ,Sibisi Road / Dimba Road,6/91,Mpumalanga-East,"-29,820699881087","30,6485582060001",Western,Ablution Facility Taps and Ground water tank,Ablution Facility,C&SW contractor,Yes,I0373,684,B1,0.134514184292904,4.57878478069077e-05
537,KwaCutshwayo (Coffee-Farm phase 2) Ext,Sandton Phase 2,MR518,12,KwaNdengezi,"-29,8573594296265","30,7823752510001",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Planned,I0100,938,B1,0.142340472606949,6.25558819462678e-05
538,Demat, ,Demat Road,72,Demat,"-29,8984946451031","30,845419640171",Western,TBC,TBC,C&SW contractor,Yes,I0048,603,B1,0.0584080454400235,1.80198265142805e-05
539,Tshelimnyama phase 3 Overspill, ,Umhlathuzana Road,15,Tshelimnyama-Mpola,"-29,8351123006763","30,799816429",Western,Individual connections,Water borne sewer,C&SW contractor,Yes,I0201,800,B1,0.0664231906508912,1.84258508250813e-05
540,Gede Section,Salem phase 1,A3768 Road,7,Salem Community,"-29,8459203482417","30,7349700703753",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0077,394,B1,0.0518106173492631,3.03113147575658e-05
541,Mpola Phase 2 Ext,Mpola Phase 2,200213 Street / 201191 Street,15,Tshelimnyama-Mpola,"-29,8474882764602","30,8124599007501",Western,Ablution Facility Taps & Standpipes,Ablution facility & Pit Privies,C&SW contractor,Yes,I0137,976,B1,0.142303780015832,3.07219185210572e-05
542,Esikhelekehleni 2, ,D1004,4,Sithumba,"-29,7079552887399","30,6935560562501",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0069,297,B1,0.050598579564602,2.93505781766023e-05
543,Emangabazini / KaGogodwayo,Salem phase 2,MR461,7,Salem Community,"-29,856481254944","30,7416727728627",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0060,1311,B1,0.0429889281702387,4.97365748587391e-05
544,Ezakhiweni / Wawa, ,MR461,7,Salem Community,"-29,8586761386229","30,7371831049946",Western,Standpipes,Pit Privies,C&SW contractor,Yes,I0071,746,B1,0.0457224625958071,3.95659970951087e-05
545,Ezibomvini, ,ZD615 Road,7,Mandlakazi / Ntshongweni,"-29,8481222180422","30,66572875525",Western,Ground water tank,Pit Privies,C&SW contractor,Yes,I0072,285,B1,0.0715130354907182,5.19729947671258e-05
546,Dassenhoek - Block F, ,Bhekisizwe Road,14/12,Dassenhoek,"-29,8564366372406","30,7929381294639",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0046,882,B1,0.0630551244878476,4.54618497343372e-05
547,Umlazi - K - KX10,KX10,Griffiths Mxenge Highway / Mayibuye Road,78,Umlazi - K,"-29,9611892290151","30,8558038907084",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Planned,I0282,246,B1,0.0069468712765827,1.60632199679592e-06
548,Cato Crest Overspill, ,Vusi Mzimela Road,30/101,Cato Crest / Cato Crest - Open Space,"-29,8527402226135","30,981216935",Southern,"Ablution Facility Taps, Standpipes & Ground water tank",Ablution facility & Pit Privies,C&SW contractor,TBC,I0032,247,B1,0.0194035875687094,3.31845204318126e-06
549,Umlazi - H - HX6 A & B,HX6 A & B,Isandlwana Street / Zihlahla Road,79,Umlazi - H,"-29,9396973221411","30,8685612958235",Southern,Ablution Facility Taps,Ablution Facility,C&SW contractor,Yes,I0256,504,A,0.0495430708695346,4.16503412964568e-06
550,AMT Industrial, ,Mkhize Road / unnamed gravel road,16,AMT Industrial,"-29,8595458549956","30,8552145774887",Western,TBC,Pit Privies,C&SW contractor,TBC,I0017,93,B1,0.0223090675805011,2.70873100740166e-06
551,Luganda Ext., ,Luganda Road,13,Nagina,"-29,886433583772","30,8092501117935",Western,Standpipes,Pit Privies,C&SW contractor,Not electrified,I0925,40, ,0.0113342631461665,5.28483964838884e-06
552,Ebuhleni,special settlement,Matebetulu Road, 3,Matabetule,"-29,7069758982887","30,8860257943869",Western,Standpipes,"Pit Privies, VIP, Flush toilets",C&SW contractor,Not Electrified,I0924,10011,B1,0.0462469272390739,0.000100872322245917
553,Pilgrims x, ,Nogin Road / Orient Road,90,Isipingo,"-29,9717860459022","30,9321505655234",Southern,Ablution Facility Taps,Ablutiion Facility,C&SW contractor,Yes,I0158,450,B1,0.00685255698991084,2.2265137892314e-06
554,Dilkoosh Road, ,65 Dilkoosh Road,65,Northdene,"-29,8625286759651","30,8930146321048",Western,TBC,TBC,C&SW contractor,TBC,I0926,4, ,0.000847573936574844,3.51580005248776e-08
555,Riddles Road, ,1 Radford Gardens,65,Hillary,"-29,8777314564256","30,9319812145729",Western,TBC,TBC,C&SW contractor,TBC,I0927,5, ,0.00113399622243322,3.5840335970509e-08
556,Radford Gardens, ,1 Radford Gardens,65,Hillary,"-29,8784713242699","30,9364309990936",Western,TBC,TBC,C&SW contractor,TBC,I0928,29, ,0.00323341944306981,2.77732990478558e-07
557,Mawelewele overspill, ,Umnyovu Road,72,Demat,"-29,8967089633895","30,8466924927192",Western,TBC,TBC,C&SW contractor,TBC,I0929,72, ,0.00970441739356629,3.30670583542488e-06
558,Isithundu Hill Overspill/Ext., ,Dambuza Rd,13,Sukuma,"-29,8768165870403","30,8014372470001",Western,TBC,TBC,C&SW contractor,TBC,I0090,358,B1,0.0473706394896796,1.02363967310247e-05
559,Lindelani, ,Ntuzuma - Main Road,43/38,Ntuzuma - D-Lindelani,"-29,7336554825059","30,9297101865001",Northern,Ablution Facility Taps & Standpipes,Ablution Facility & Pit Privies,C&SW contractor,Yes,I0113,1222,B1,0.101179792120791,2.34101906480506e-05
560,Cato Crest, ,Vusi Mzimela Road,30/101,Cato Crest / Cato Crest - Open Space,"-29,8502324024984","30,9759999555002",Southern,"Ablution Facility Taps, Standpipes & Ground water tank",Ablution facility & Pit Privies,C&SW contractor,Yes_Investigate  / Prioritise,I0390,2081,B1/B2,0.0859481407083524,2.56596704015604e-05
561,Ekuthuleni 1,Lamontville MEC,Hall/ Kulu / Malinga Roads,75,Lamontville,"-29,9492147943578","30,9420219587552",Southern,Ablution Facility Taps & 3 Standpipe,Ablution Facility,C&SW contractor,Yes,I0055,220,B1,0.0132762110864032,1.60676101750377e-06
562,Mandela Drive, ,Horseshoe Road,32,Clairwood,"-29,9173582920326","30,9855466864038",Southern,TBC,TBC,TBC,TBC,I0930,31, ,0.00139423688691747,9.9066367902026e-08
563,Ezipokini, ,Sirdar road,32,Clairwood,"-29,9114172952167","30,9823241207283",Southern,TBC,TBC,TBC,TBC,I0931,70, ,0.00169339657260081,1.21651939961697e-07
564,Kingrest, ,Lucas Crescent,66,Fynnlands / Grosvenor,"-29,9068386243348","31,0114634124573",Southern,TBC,TBC,TBC,TBC,I0932,10, ,0.00259435558997214,3.1271608195776e-07
565,Duma Mbhele, ,Mbele Street, 69,Lamontville,"-29,9385857741353","30,9381937971102",Southern,TBC,TBC,TBC,TBC,I0933,35, ,0.00337520167521758,4.07767585233763e-07
566,Soweto, ,Thirty Third Avenue / Clermont Road,92,Clermont Emngeni,"-29,7954645668291","30,9075593857641",Western,Ablution Facility Taps & Standpipes,Ablution Facility,C&SW contractor,Yes,I0191,337,B1,0.0187362858910469,3.98985149830465e-06
